key,0,1,2,3,4,5,6,7,8,9,10,11
131346,8141930,891,596691,0,0,1,1,0,0,False,"","「リェー・メグ」へ移動しますか？"
131347,8141931,892,596691,0,0,1,1,0,0,False,"","「リェー・メグ」へ移動しますか？"
131348,8143255,814,0,0,0,1,1,0,0,False,"","「機械遺跡の坑道」から出ますか？"
131349,8143261,895,0,0,0,1,1,0,0,False,"","「機械遺跡の坑道」へ入りますか？"
131350,8144702,896,0,0,0,1,1,0,0,False,"","「複製サレタ工場廃墟」へ入りますか？"
131351,8143262,895,0,0,0,1,1,0,0,False,"","「複製サレタ工場廃墟」から出ますか？"
131352,8149903,896,0,0,0,1,1,0,0,False,"","「第1区画」へ移動しますか？"
131353,8149915,896,0,0,0,1,1,0,0,False,"","「第4区画」へ移動しますか？"
131354,8149924,896,0,0,0,1,1,0,0,False,"","「第2区画」へ移動しますか？"
131355,8015796,819,595630,595631,0,44,1,0,0,False,"「クリスタリウム」へ行く","「クリスタリウム」へ移動しますか？"
131356,8154983,820,595632,0,0,44,1,0,0,False,"「ユールモア」へ行く","「ユールモア」へ移動しますか？"
131357,8193602,896,0,0,0,1,1,0,0,False,"","「第5区画」へ移動しますか？"
131358,8193584,896,0,0,0,1,1,0,0,False,"","「第4区画」へ移動しますか？"
131359,8276340,915,596734,0,0,1,1,0,0,False,"","「ガンゴッシュ」へ移動しますか？"
131360,8276336,759,596735,0,0,1,1,0,0,False,"","「ドマ町人地」へ移動しますか？"
131361,8321517,921,596820,596819,0,46,1,0,0,False,"","「小児病棟」へ移動しますか？"
131362,8322370,131,0,0,0,1,1,0,0,False,"","「小児病棟」から出ますか？"
131363,8341503,814,0,0,0,1,1,0,0,False,"","「コルシア島」へ移動しますか？"
131364,8367474,621,596931,0,0,1,1,0,0,False,"","「ギラバニア湖畔地帯」へ移動しますか？"
131365,8368019,919,596932,0,0,1,1,0,0,False,"","「ターンクリフ」へ移動しますか？"
131366,8373584,351,0,0,0,1,1,0,0,False,"","「未明の間」から出ますか？"
131367,8373588,351,0,0,0,1,1,0,0,False,"","「未明の間」へ入りますか？"
131368,8373708,814,0,0,0,1,1,0,0,False,"","「ノエシスの間」から出ますか？"
131369,8373710,918,596922,596923,0,48,1,0,0,False,"","「ノエシスの間」へ移動しますか？"
131370,7878732,844,596924,596925,0,47,1,0,0,False,"","「星見の間」へ移動しますか？"
131371,8380784,895,0,0,0,1,1,0,0,False,"","「アノッグの部屋」へ移動しますか？"
131372,8378564,895,0,0,0,1,1,0,0,False,"","「機械遺跡の坑道」に戻りますか？"
131373,8380830,928,0,0,0,1,1,0,0,False,"","「人形タチノ軍事基地」へ移動しますか？"
131374,8380461,814,0,0,0,1,1,0,0,False,"","「コルシア島」へ移動しますか？"
131375,8141780,418,0,0,0,1,12,0,0,False,"",""
131376,8406262,928,0,0,0,1,1,0,0,False,"","「ドヴェルガル山脈」へ移動しますか？"
131377,8375872,927,0,0,0,1,12,0,0,False,"",""
131378,7878066,819,0,0,0,1,1,0,0,False,"","塔を出て「クリスタリウム」へ移動しますか？"
131379,8460800,144,0,0,0,1,1,0,0,False,"","「廃屋敷」から出ますか？"
131380,8461297,928,0,0,0,1,1,0,0,False,"","「バンカー」へ移動しますか？"
131381,8461299,928,0,0,0,1,1,0,0,False,"","「エイリアンシップ」へ移動しますか？"
131382,8461303,809,597187,597188,0,49,1,0,0,False,"","「廃屋敷」へ移動しますか？"
131383,8509483,921,597190,0,0,1,1,0,0,False,"","「小児病棟」へ移動しますか？"
131384,8509472,131,0,0,0,1,1,0,0,False,"","「小児病棟」から出ますか？"
131385,8537326,140,0,0,0,1,1,0,0,False,"","「西ザナラーン」へ移動しますか？"
131386,8547746,886,597163,0,0,1,1,0,0,False,"","「聖ロエル広場」へ移動しますか？"
131387,8568002,915,0,0,0,1,1,0,0,False,"","「ガンゴッシュ」へ移動しますか？"
131388,7933894,965,597244,0,0,1,1,0,0,False,"","「無の大地」へ移動しますか？"
131389,8679245,133,597351,0,0,1,1,0,0,False,"","「エッグドリーム鶏舎」へ移動しますか？"
131390,8678856,133,597352,0,0,1,1,0,0,False,"","「エッグドリーム鶏舎」から出ますか？"
131391,8657746,919,597362,0,0,1,1,0,0,False,"","「ターンクリフ」へ移動しますか？"
131392,8776840,971,597661,0,0,50,1,0,0,False,"「レムレースのオフィス」へ入る","「レムレースのオフィス」へ入りますか？"
131393,8777004,131,0,0,0,1,1,0,0,False,"","「レムレースのオフィス」から出ますか？"
131394,8879627,418,0,0,0,1,1,0,0,False,"","「作戦立案室」から出ますか？"
131395,8901544,979,0,0,0,51,1,0,0,False,"「エンピレアム」へ行く",""
131396,8901555,418,597510,597511,0,53,1,0,0,False,"",""
131397,8934201,979,597509,0,0,1,1,0,0,False,"",""
131398,8941481,886,597512,597513,0,52,1,0,0,False,"",""
131399,7082407,628,0,0,597643,56,1,0,0,False,"「クガネ」へ行く","「クガネ」へ移動しますか？
運賃：300ギル"
131400,8904508,963,0,0,597642,56,1,0,0,False,"「ラザハン」へ行く","「ラザハン」へ移動しますか？
運賃：300ギル"
131401,8918004,990,0,0,0,1,13,0,0,False,"",""
131402,8917996,962,0,0,0,1,1,0,0,False,"","退出しますか？"
131403,8929915,987,0,0,0,1,1,0,0,False,"","「メインホール」へ入りますか？"
131404,8929839,962,0,0,0,1,1,0,0,False,"","「メインホール」から出ますか？"
131405,6873901,129,598556,0,597723,58,1,0,0,False,"","「リムサ・ロミンサ」へ移動しますか？
運賃：300ギル"
131406,9019549,962,0,0,597722,58,1,0,0,False,"","「オールド・シャーレアン」へ移動しますか？
運賃：300ギル"
131407,8954010,956,598557,0,0,1,1,0,0,False,"","「ラヴィリンソス」へ移動しますか？"
131408,8954012,962,598558,0,0,1,1,0,0,False,"","「オールド・シャーレアン」へ移動しますか？"
131409,8953665,963,598559,0,0,1,1,0,0,False,"","「ラザハン」へ移動しますか？"
131410,8953667,957,598560,0,0,1,1,0,0,False,"","「サベネア島」へ移動しますか？"
131411,8953996,956,598561,598555,0,59,1,0,0,False,"","「ミディアルサーキット」へ移動しますか？"
131412,8953982,956,598562,0,0,1,1,0,0,False,"","「アウターサーキット」へ移動しますか？"
131413,8954001,956,598563,0,0,1,1,0,0,False,"","「セントラルサーキット」へ移動しますか？"
131414,8954000,956,598564,0,0,1,1,0,0,False,"","「ミディアルサーキット」へ移動しますか？"
131415,8954006,956,598565,0,0,1,1,0,0,False,"","「アポリア本部：下層」へ移動しますか？"
131416,8954005,956,598566,0,0,1,1,0,0,False,"","「アポリア本部」へ移動しますか？"
131417,8953942,960,598567,0,0,1,1,0,0,False,"","「ウルティマ・トゥーレ」へ移動しますか？"
131418,8953972,956,0,0,0,1,1,0,0,False,"","「ラヴィリンソス」へ移動しますか？"
131419,8953920,621,598568,0,0,1,1,0,0,False,"","「アラミガン・クォーター」へ移動しますか？"
131420,8953889,958,598569,0,0,1,1,0,0,False,"","「ガレマルド」へ移動しますか？"
131421,8953635,1025,0,0,0,1,14,0,0,False,"","「パンデモニウム」へ移動しますか？"
131422,8953634,961,0,0,0,1,14,0,0,False,"","「エルピス」へ移動しますか？"
131423,8953933,957,0,597693,0,57,1,0,0,False,"","「眼光鋭い星戦士」のもとへ移動しますか？"
131424,8953619,961,0,0,0,1,1,0,0,False,"","「中層階」へ移動しますか？"
131425,8953618,961,0,0,0,1,1,0,0,False,"","「出入口」へ移動しますか？"
131426,8953627,961,0,0,0,1,1,0,0,False,"","「上層階」へ移動しますか？"
131427,8953626,961,0,0,0,1,1,0,0,False,"","「中層階」へ移動しますか？"
131428,8995256,956,0,0,0,1,1,0,0,False,"","「マザークリスタル」から出ますか？"
131429,4103339,130,0,0,597643,54,1,0,0,False,"「ウルダハ」へ行く","「ウルダハ」へ移動しますか？
運賃：300ギル"
131430,8904508,963,0,0,590453,54,1,0,0,False,"「ラザハン」へ行く","「ラザハン」へ移動しますか？
運賃：300ギル"
131431,4103382,132,0,0,597643,54,1,0,0,False,"「グリダニア」へ行く","「グリダニア」へ移動しますか？
運賃：300ギル"
131432,8904508,963,0,0,590454,54,1,0,0,False,"「ラザハン」へ行く","「ラザハン」へ移動しますか？
運賃：300ギル"
131433,4103399,128,0,0,597643,54,1,0,0,False,"「リムサ・ロミンサ」へ行く","「リムサ・ロミンサ」へ移動しますか？
運賃：300ギル"
131434,8904508,963,0,0,590455,54,1,0,0,False,"「ラザハン」へ行く","「ラザハン」へ移動しますか？
運賃：300ギル"
131435,5835975,419,0,0,597643,55,1,0,0,False,"「イシュガルド」へ行く","「イシュガルド」へ移動しますか？
運賃：500ギル"
131436,8904508,963,0,0,592480,55,1,0,0,False,"「ラザハン」へ行く","「ラザハン」へ移動しますか？
運賃：500ギル"
131437,8995906,960,0,0,0,1,15,0,0,False,"","「オストラコン・デカークシ」へ移動しますか？"
131438,8995909,960,0,0,0,1,15,0,0,False,"","「オストラコン・トゥリア」へ移動しますか？"
131439,8995910,960,0,0,0,1,15,0,0,False,"","「見捨てられたポータル」へ移動しますか？"
131440,8995912,960,0,0,0,1,15,0,0,False,"","「寂れたポータル」へ移動しますか？"
131441,8995914,960,0,0,0,1,15,0,0,False,"","「忘れられたポータル」へ移動しますか？"
131442,8995915,960,0,0,0,1,15,0,0,False,"","「オミクロンベース」へ移動しますか？"
131443,7151251,740,597655,0,0,1,1,0,0,False,"","「空中庭園」へ移動しますか？"
131444,8996315,960,0,0,0,1,1,0,0,False,"","「果ての終焉」から出ますか？"
131445,8996315,960,0,0,0,1,1,0,0,False,"","「天の最果て」から出ますか？"
131446,9011003,133,0,0,0,1,1,0,0,False,"","「廃屋敷」から出ますか？"
131447,9010999,809,597658,597659,0,1,1,0,0,False,"","「廃屋敷」へ移動しますか？"
131448,9019548,957,598570,0,0,1,1,0,0,False,"","「サベネア島」へ移動しますか？"
131449,9021011,958,0,0,0,1,1,0,0,False,"","「バブイルの塔：神門の間」から出ますか？"
131450,9021094,1024,598571,0,0,1,1,0,0,False,"「バブイルの塔：神門の間」に移動する","「バブイルの塔：神門の間」へ移動しますか？"
131451,9021101,1024,0,0,0,1,1,0,0,False,"","「バブイルの塔：神門の間」へ移動しますか？"
131452,9021139,844,0,0,0,1,1,0,0,False,"","「星見の間」へ転移しますか？"
131453,9021254,961,0,0,0,1,1,0,0,False,"「エルピス」へ転移する","「エルピス」へ転移しますか？"
131454,9021258,961,0,0,0,1,14,0,0,False,"","「ナビ・ノトス」へ移動しますか？"
131455,9021260,961,0,0,0,1,14,0,0,False,"","「ナビ・南ゼピュロス」へ移動しますか？"
131456,9021262,961,0,0,0,1,14,0,0,False,"","「ナビ・北ゼピュロス」へ移動しますか？"
131457,9021264,961,0,0,0,1,14,0,0,False,"","「ナビ・南ボレアース」へ移動しますか？"
131458,9021268,961,0,0,0,1,14,0,0,False,"","「ナビ・東ボレアース」へ移動しますか？"
131459,9021274,961,0,0,0,1,14,0,0,False,"","「ナビ・エウロス」へ移動しますか？"
131460,9020547,959,0,0,0,1,1,0,0,False,"","「上層」へ移動しますか？"
131461,9020548,959,0,0,0,1,1,0,0,False,"","「下層」へ移動しますか？"
131462,9021116,959,0,0,0,1,1,0,0,False,"","「嘆きの海」へ移動しますか？"
131463,9021011,958,0,0,0,1,1,0,0,False,"","「エンセラダス魔導工廠：貨物駅」から出ますか？"
131464,9033592,959,0,0,0,1,1,0,0,False,"","「月の底」から出ますか？"
131465,9024233,958,598572,0,0,1,1,0,0,False,"「エンセラダス魔導工廠：貨物駅」に移動する","「エンセラダス魔導工廠：貨物駅」へ移動しますか？"
131466,8953942,960,598573,0,0,1,1,0,0,False,"","「ウルティマ・トゥーレ」へ移動しますか？"
131467,9021139,844,0,0,0,1,1,0,0,False,"","「星見の間」へ転移しますか？"
131468,9164270,147,0,0,0,1,1,0,0,False,"","「ポルタ・デクマーナ」から出ますか？"
131469,9164270,147,0,0,0,1,1,0,0,False,"","「ポルタ・デクマーナ跡」から出ますか？"
131470,9174015,137,598925,0,0,60,1,0,0,False,"目を閉じて中継地点まで攻略する","中継地点へ移動しますが、本当によろしいですか？"
131471,9192223,137,598926,0,0,60,1,0,0,False,"目を閉じて終着地点まで攻略する","終着地点へ移動しますが、本当によろしいですか？"
131472,9263980,1061,0,0,0,1,1,0,0,False,"","「オムファロス」へ移動しますか？"
131473,9263987,156,0,0,0,1,1,0,0,False,"","「モードゥナ」へ移動しますか？"
131474,9270776,957,0,0,0,1,1,0,0,False,"","「サベネア島」へ移動しますか？"
131475,9270762,962,0,0,0,1,1,0,0,False,"","「ヌーメノン大書院：禁書庫」から出ますか？"
131476,9318295,1079,0,0,0,1,1,0,0,False,"","「アイティオン星晶鏡」へ移動しますか？"
131477,9318062,956,0,0,0,1,1,0,0,False,"","「タウマゼイン」へ移動しますか？"
131478,9337844,1093,0,0,0,1,1,0,0,False,"","「生命神秘研究棟」へ移動しますか？"
131479,9321320,1025,0,0,0,1,1,0,0,False,"","「パンデモニウム正門」へ移動しますか？"
131480,9326861,1073,0,0,0,1,1,0,0,False,"","「エリュシオン」へ移動しますか？"
131481,9401245,1074,0,0,0,1,15,0,0,False,"","「エリュシオン」へ移動しますか？"
131482,9326102,960,0,0,0,1,1,0,0,False,"「リサーチA4」へ転移する","「リサーチA4」へ移動しますか？"
131483,9325849,960,0,0,0,1,15,0,0,False,"","「リサーチA4」へ移動しますか？"
131484,9325848,960,0,0,0,1,15,0,0,False,"","「オミクロンベース」へ移動しますか？"
131485,9325846,960,0,0,0,1,1,0,0,False,"「カフェ「ラストレムナント」」へ転移する","カフェ「ラストレムナント」へ移動しますか？"
131486,9325847,960,0,0,0,1,1,0,0,False,"「リサーチA4」へ転移する","「リサーチA4」へ移動しますか？"
131487,0,0,0,0,0,0,0,0,0,False,"",""
131488,9387120,1089,0,0,0,1,1,0,0,False,"","「トロイア城」へ移動しますか？"
131489,9387141,1056,0,0,0,1,1,0,0,False,"","「封宝の間」へ移動しますか？"
131490,9387105,1089,0,0,0,1,1,0,0,False,"","「トロイア城」へ移動しますか？"
131491,9387114,1089,0,0,0,1,1,0,0,False,"","「第四監獄棟」へ移動しますか？"
131492,9387076,1089,0,0,0,1,1,0,0,False,"","「水占庭園」へ移動しますか？"
131493,9387103,1089,0,0,0,1,1,0,0,False,"","「トロイア城」へ移動しますか？"
131494,9387187,1077,0,0,0,1,1,0,0,False,"","「ゼロの領域」へ移動しますか？"
131495,9387083,1089,0,0,0,1,1,0,0,False,"","「水占庭園」へ移動しますか？"
131496,9387215,963,0,0,0,1,1,0,0,False,"","「メーガドゥータ宮の客間」から出ますか？"
131497,9330752,1055,0,0,0,1,12,0,0,False,"",""
131498,9391419,1089,599042,0,0,1,1,0,0,False,"","「水占庭園」へ移動しますか？"
131499,9387120,1089,599047,0,0,1,1,0,0,False,"","「第四監獄棟」へ移動しますか？"
131500,9383313,133,0,0,0,1,1,0,0,False,"","「グリダニア」へ移動しますか？"
131501,9387123,1094,599008,599007,0,62,1,0,0,False,"","「魔人の隠れ家」へ移動しますか？"
131502,9383310,133,0,0,0,1,1,0,0,False,"","「グリダニア」へ移動しますか？"
131503,9394105,809,599010,599009,0,61,1,0,0,False,"","「廃屋敷」へ移動しますか？"
131504,9387123,1094,599008,599025,0,63,1,0,0,False,"","「魔人の隠れ家」へ移動しますか？"
131505,9404119,1056,599060,0,0,1,1,0,0,False,"","「封宝の間」へ移動しますか？"
131506,9387187,1077,0,0,0,1,1,0,0,False,"","「バルバリシアの領域」から出ますか？"
131507,9442673,1078,599106,0,0,1,1,0,0,False,"","「メーガドゥータ宮の客間」へ入りますか？"
131508,0,0,0,0,0,0,0,0,0,False,"",""
131509,0,0,0,0,0,0,0,0,0,False,"",""
131510,0,0,0,0,0,0,0,0,0,False,"",""
131511,9564012,958,0,0,0,1,1,0,0,False,"","「ガレマルド」へ移動しますか？"
131512,9564152,1119,0,0,0,1,1,0,0,False,"","「ヴィクス・メッソルム」へ移動しますか？"
131513,9564147,1119,0,0,0,1,1,0,0,False,"","「モンス・アルバス山腹」へ移動しますか？"
131514,9564166,1119,0,0,0,1,1,0,0,False,"","「フォンス・マナリス」へ移動しますか？"
131515,9564162,1119,0,0,0,1,1,0,0,False,"","「ヴィクス・メッソルム」へ移動しますか？"
131516,9618821,957,0,0,0,1,1,0,0,False,"","「サベネア島」へ移動しますか？"
131517,0,0,0,0,0,0,0,0,0,False,"",""
131518,9702463,137,599229,0,0,1,1,0,0,False,"目を閉じて中継地点まで攻略する","中継地点へ移動しますが、本当によろしいですか？"
131519,9702464,137,599230,0,0,1,1,0,0,False,"目を閉じて終着地点まで攻略する","終着地点へ移動しますが、本当によろしいですか？"
131520,9737573,156,0,0,0,1,1,0,0,False,"","「カストルム・セントリ」から出ますか？"
131521,9737573,156,0,0,0,1,1,0,0,False,"","「カストルム・セントリ」から出ますか？"
