key,0,1,2,3,4,5,6,7
487,"グレアマスタリー",5343,24,82,0,0,25,0
488,"ホーリーマスタリー",5344,24,82,0,0,25,0
489,"回復アクション効果アップ",6826,24,85,0,0,25,0
490,"ディヴァインベニゾン効果アップ",5345,24,88,0,2,25,0
491,"炎法マスタリーIV",5704,28,82,0,0,29,0
492,"破陣法マスタリー",5705,28,82,0,0,29,0
493,"回復アクション効果アップ",6826,28,85,0,0,29,0
494,"展開戦術効果アップ",5706,28,88,0,-300,29,0
495,"ドロー効果アップ",6115,33,40,67551,0,99,0
496,"ドロー効果アップII",6116,33,50,0,0,99,0
497,"マレフィクマスタリーIV",6117,33,82,0,0,99,0
498,"グラビデマスタリー",6118,33,82,0,0,99,0
499,"回復アクション効果アップ",6826,33,85,0,0,99,0
500,"星天交差効果アップ",6119,33,88,0,2,99,0
501,"宙泉釣り",5487,18,89,0,0,19,0
502,"サモン・バハムート効果アップ",5696,27,80,0,0,28,0
503,"エレメントマスタリー",5697,27,86,0,0,28,0
504,"アクション威力アップ",6801,19,84,0,0,20,0
505,"アクション威力アップ",6801,21,84,0,0,22,0
506,"アクション威力アップ",6801,32,84,0,0,98,0
507,"アクション威力アップ",6801,37,84,0,0,149,0
508,"ランスマスタリーIV",5293,22,90,0,0,23,0
509,"エノキアン効果アップIII",5374,25,86,0,16,26,0
510,"ピュシスマスタリー",6459,40,60,0,0,181,0
511,"影身具現効果アップ",6065,32,88,0,0,98,0
512,"爆裂脚マスタリー",5248,20,86,0,0,21,0
513,"闘魂旋風脚マスタリー",5247,20,90,0,0,21,0
514,"意気衝天効果アップ",6157,34,90,0,0,111,0
515,"終撃皆伝",5420,30,56,67222,0,92,0
516,"アクション威力アップ",6801,30,74,0,0,92,0
517,"アクション威力アップ",6801,31,84,0,0,96,0
518,"アクション威力アップ",6801,20,84,0,0,21,0
519,"風雅皆伝",6158,34,86,0,0,111,0
520,"アクション威力アップ",6801,34,66,0,0,111,0
521,"アクション威力アップII",6802,34,84,0,0,111,0
522,"アクション威力アップII",6802,30,84,0,0,92,0
523,"デスサイズマスタリーII",6410,39,84,0,0,180,0
524,"",0,0,0,0,0,0,0
525,"",0,0,0,0,0,0,0
526,"",0,0,0,0,0,0,0
527,"",0,0,0,0,0,0,0
528,"",0,0,0,0,0,0,0
529,"",0,0,0,0,0,0,0
530,"",0,0,0,0,0,0,0
